Job Title,Salary Estimate,Salary_Min,Salary_Max,Salary_Mid,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,lat,lng,STATE
Data Analyst - IBM Tool Set,$51K-$87K (Glassdoor est.),51000,87000,69000,4.6,"ektello
4.6","New York, NY","Troy, MI",201 to 500 employees,2011,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,-1,40.6943,-73.9249,NY
Analyst-Data Integrity,$51K-$87K (Glassdoor est.),51000,87000,69000,3,"Premier, Inc.
3.0","New York, NY","Charlotte, NC",1001 to 5000 employees,1967,Company - Public,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,-1,40.6943,-73.9249,NY
"Reference Data Operations Analyst - Index Instrument, Associate",$51K-$87K (Glassdoor est.),51000,87000,69000,3.9,"JPMorgan Chase
3.9","New York, NY","New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1,40.6943,-73.9249,NY
Data Analyst,$51K-$87K (Glassdoor est.),51000,87000,69000,3,"Fund for Public Health
3.0","Long Island City, NY","New York, NY",201 to 500 employees,-1,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),-1,-1,40.6943,-73.9249,NY
Data & Service Health Analyst,$51K-$87K (Glassdoor est.),51000,87000,69000,4.2,"BlueVoyant
4.2","New York, NY","New York, NY",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,40.6943,-73.9249,NY
Data/Systems Analyst,$51K-$87K (Glassdoor est.),51000,87000,69000,5,"Crossfire Consulting Corporation
5.0","New York, NY","Yorktown Heights, NY",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1,40.6943,-73.9249,NY
Data Analyst,$51K-$87K (Glassdoor est.),51000,87000,69000,4,"Reliable Software Resources
4.0","New York, NY","Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,40.6943,-73.9249,NY
Data Analyst,$51K-$87K (Glassdoor est.),51000,87000,69000,-1,Hyde Leadership Brooklyn,"Brooklyn, NY","Brooklyn, NY",51 to 200 employees,-1,School / School District,-1,-1,Unknown / Non-Applicable,-1,-1,40.6501,-73.9496,NY
Data Analyst,$51K-$87K (Glassdoor est.),51000,87000,69000,-1,Vertex Intel Systems,"Jersey City, NJ",-1,-1,-1,-1,-1,-1,-1,-1,-1,40.7161,-74.0682,NJ
Data Analyst Intern,$51K-$87K (Glassdoor est.),51000,87000,69000,3.6,"My Job Tank
3.6","Jersey City, NJ","New York, NY",51 to 200 employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,TRUE,40.7161,-74.0682,NJ
"Data Analytics Analyst or Associate, Cowen Sustainable Investments",$51K-$87K (Glassdoor est.),51000,87000,69000,3.7,"Cowen
3.7","New York, NY","New York, NY",501 to 1000 employees,1918,Company - Public,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),"Jefferies, Piper Sandler, FBR",-1,40.6943,-73.9249,NY
Data Reporting Analyst,$51K-$87K (Glassdoor est.),51000,87000,69000,3.5,"Robert Half
3.5","New York, NY","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",-1,40.6943,-73.9249,NY
Data Analyst,$51K-$87K (Glassdoor est.),51000,87000,69000,2.8,"FJA-US Inc.
2.8","New York, NY","New York, NY",51 to 200 employees,1994,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),"Ibotta, GutCheck",-1,40.6943,-73.9249,NY
Data Analyst,$51K-$87K (Glassdoor est.),51000,87000,69000,5,"Averity
5.0","New York, NY","New York, NY",1 to 50 employees,2014,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,40.6943,-73.9249,NY
Data Analyst,$51K-$87K (Glassdoor est.),51000,87000,69000,3.8,"Capgemini
3.8","Jersey City, NJ","Paris, France",10000+ employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"Accenture, CGI, Sopra Steria",-1,40.7161,-74.0682,NJ
ERP Data Analyst,$51K-$87K (Glassdoor est.),51000,87000,69000,3.4,"Wildlife Conservation Society
3.4","New York, NY","Bronx, NY",1001 to 5000 employees,1895,Nonprofit Organization,Social Assistance,Non-Profit,$100 to $500 million (USD),-1,-1,40.6943,-73.9249,NY
Data Analyst,$51K-$87K (Glassdoor est.),51000,87000,69000,3.6,"Asembia
3.6","Florham Park, NJ","Florham Park, NJ",501 to 1000 employees,2004,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 million (USD),-1,-1,40.7773,-74.3953,NJ
Healthcare Data/Reporting Analyst,$51K-$87K (Glassdoor est.),51000,87000,69000,-1,Vesta Healthcare,"New York, NY","New York, NY",1 to 50 employees,2018,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,40.6943,-73.9249,NY
PBM Data Analyst,$51K-$87K (Glassdoor est.),51000,87000,69000,3.2,"1199SEIU Funds
3.2","New York, NY","New York, NY",1001 to 5000 employees,-1,Nonprofit Organization,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,-1,40.6943,-73.9249,NY
Data Analyst (Temporary Assignment),$59K-$85K (Glassdoor est.),59000,85000,72000,3.8,"Nutrafol
3.8","New York, NY","New York, NY",51 to 200 employees,-1,Other Organization,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable,-1,-1,40.6943,-73.9249,NY
Data Analyst,$59K-$85K (Glassdoor est.),59000,85000,72000,3.5,"New York Life Insurance Co
3.5","New York, NY","New York, NY",10000+ employees,1845,Company - Private,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),-1,-1,40.6943,-73.9249,NY
Market Data Analyst,$59K-$85K (Glassdoor est.),59000,85000,72000,3.5,"EDP World, Inc.
3.5","New York, NY","New York, NY",1 to 50 employees,1968,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,-1,40.6943,-73.9249,NY
Data Analyst,$59K-$85K (Glassdoor est.),59000,85000,72000,4.1,"Phyton Talent Advisors
4.1","Jersey City, NJ","New York, NY",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,40.7161,-74.0682,NJ
Junior Data Analyst,$59K-$85K (Glassdoor est.),59000,85000,72000,5,"Staffigo Technical Services, LLC
5.0","New York, NY","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,40.6943,-73.9249,NY
Microsoft Dynamics CRM Data Analyst,$59K-$85K (Glassdoor est.),59000,85000,72000,3.7,"IBM
3.7","New York, NY","Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",-1,40.6943,-73.9249,NY
Practice Analyst Data,$59K-$85K (Glassdoor est.),59000,85000,72000,4,"Northwell Health
4.0","Manhasset, NY","Lake Success, NY",10000+ employees,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Catholic Health System, NewYork-Presbyterian Hospital",-1,40.7884,-73.6943,NY
Buyside - Data Scientist/Research Analyst,$59K-$85K (Glassdoor est.),59000,85000,72000,3.3,"Huxley
3.3","New York, NY","London, United Kingdom",201 to 500 employees,1995,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,-1,40.6943,-73.9249,NY
Data Analyst - Healthcare Provider Networks and Formularies,$59K-$85K (Glassdoor est.),59000,85000,72000,2.9,"Vericred
2.9","New York, NY","New York, NY",1 to 50 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,40.6943,-73.9249,NY
Electronic Trading Data Analyst,$59K-$85K (Glassdoor est.),59000,85000,72000,3.6,"Scotiabank
3.6","New York, NY","Toronto, Canada",10000+ employees,1832,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),RBC,-1,40.6943,-73.9249,NY
"Data Analyst, Center for Developing Brain",$59K-$85K (Glassdoor est.),59000,85000,72000,3.2,"Child Mind Institute
3.2","New York, NY","New York, NY",201 to 500 employees,2009,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),-1,-1,40.6943,-73.9249,NY
Data Processing & Performance Analyst,$59K-$85K (Glassdoor est.),59000,85000,72000,3.1,"Balance Innovations
3.1","New York, NY","Lenexa, KS",51 to 200 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),-1,-1,40.6943,-73.9249,NY
Business Analyst - Data Analyst,$59K-$85K (Glassdoor est.),59000,85000,72000,3.4,"Asset Staffing
3.4","Newark, NJ","New York, NY",201 to 500 employees,-1,Contract,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,40.7245,-74.1725,NJ
Data Analyst with Rochade,$59K-$85K (Glassdoor est.),59000,85000,72000,4,"Reliable Software Resources
4.0","New York, NY","Northville, MI",501 to 1000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,40.6943,-73.9249,NY
Advertising Data Analyst,$59K-$85K (Glassdoor est.),59000,85000,72000,4.3,"Hearst Television, Inc
4.3","New York, NY","Cincinnati, OH",51 to 200 employees,-1,Company - Private,TV Broadcast & Cable Networks,Media,$5 to $10 million (USD),-1,-1,40.6943,-73.9249,NY
Product Analyst - Data,$59K-$85K (Glassdoor est.),59000,85000,72000,2.7,"William Hill US
2.7","Jersey City, NJ","London, United Kingdom",10000+ employees,1934,Company - Public,Gambling,"Arts, Entertainment & Recreation",$2 to $5 billion (USD),Sky Betting & Gaming,TRUE,40.7161,-74.0682,NJ
Senior Data Analyst,$59K-$85K (Glassdoor est.),59000,85000,72000,4.1,"Rockstar Games
4.1","New York, NY","New York, NY",1001 to 5000 employees,1998,Subsidiary or Business Segment,Video Games,Media,$10 to $25 million (USD),-1,-1,40.6943,-73.9249,NY
Data Analyst,$59K-$85K (Glassdoor est.),59000,85000,72000,4.4,"ZDAAS
4.4","Brooklyn, NY","Baltimore, MD",1 to 50 employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),-1,-1,40.6501,-73.9496,NY
Market Research Data Analyst - Physician Technology,$59K-$85K (Glassdoor est.),59000,85000,72000,3.1,"Decision Resources Group
3.1","New York, NY","Burlington, MA",1001 to 5000 employees,1990,Subsidiary or Business Segment,IT Services,Information Technology,$100 to $500 million (USD),"IQVIA, GlobalData",-1,40.6943,-73.9249,NY
Data Analyst,$59K-$85K (Glassdoor est.),59000,85000,72000,3,"Highbridge Consulting LLC
3.0","New York, NY","Pleasantville, NY",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,40.6943,-73.9249,NY
Look ML Data Analyst,$59K-$85K (Glassdoor est.),59000,85000,72000,2.9,"NTT DATA, Inc.
2.9","New York, NY","Singapore, Singapore",201 to 500 employees,-1,Company - Private,Accounting,Accounting & Legal,Unknown / Non-Applicable,-1,-1,40.6943,-73.9249,NY
Data Collection Analyst,$59K-$85K (Glassdoor est.),59000,85000,72000,3.9,"Columbia University
3.9","New York, NY","New York, NY",10000+ employees,1938,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),-1,-1,40.6943,-73.9249,NY
Data Analyst,$59K-$85K (Glassdoor est.),59000,85000,72000,4.2,"Precision technologies corp
4.2","New York, NY","New Brunswick, NJ",201 to 500 employees,2008,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,40.6943,-73.9249,NY
DATA ENTRY/ BILLING ANALYST,$59K-$85K (Glassdoor est.),59000,85000,72000,3.9,"Cactus Holdings
3.9","Queens Village, NY","Mumbai, India",1001 to 5000 employees,2002,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,-1,-1,40.6943,-73.9249,NY
Student Persistence Initiative Data Analyst/Scientist,$59K-$85K (Glassdoor est.),59000,85000,72000,4.2,"Cuny Research Foundation
4.2","New York, NY","New York, NY",10000+ employees,1963,Nonprofit Organization,Colleges & Universities,Education,$100 to $500 million (USD),-1,-1,40.6943,-73.9249,NY
Data Quality Analyst,$59K-$85K (Glassdoor est.),59000,85000,72000,-1,SGA Inc.,"New York, NY","Bethesda, MD",1 to 50 employees,1996,Company - Private,Architectural & Engineering Services,Business Services,$1 to $5 million (USD),-1,-1,40.6943,-73.9249,NY
Data Governance Analyst,$59K-$85K (Glassdoor est.),59000,85000,72000,5,"Crossfire Consulting Corporation
5.0","New York, NY","Yorktown Heights, NY",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1,40.6943,-73.9249,NY
Sr. Business Intelligence Engineer / Data Analyst,$59K-$85K (Glassdoor est.),59000,85000,72000,3.9,"Amazon
3.9","New York, NY","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",-1,40.6943,-73.9249,NY
Data Analyst,$59K-$85K (Glassdoor est.),59000,85000,72000,3.4,"Voice
3.4","Brooklyn, NY",-1,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,40.6501,-73.9496,NY
Data Analyst,$59K-$85K (Glassdoor est.),59000,85000,72000,2.9,"NTT DATA, Inc.
2.9","New York, NY","Singapore, Singapore",201 to 500 employees,-1,Company - Private,Accounting,Accounting & Legal,Unknown / Non-Applicable,-1,-1,40.6943,-73.9249,NY
Data Analyst,$43K-$76K (Glassdoor est.),43000,76000,59500,4,"NYU Langone Health
4.0","New York, NY","New York, NY",10000+ employees,1841,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),"NewYork-Presbyterian Hospital, Northwell Health",-1,40.6943,-73.9249,NY
Healthcare Data/Reporting Analyst,$43K-$76K (Glassdoor est.),43000,76000,59500,3.6,"HOMETEAM
3.6","New York, NY","New York, NY",51 to 200 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Honor, HomeHero",-1,40.6943,-73.9249,NY
Data Analyst I - Geriatrics and Palliative Care,$43K-$76K (Glassdoor est.),43000,76000,59500,3.4,"Mount Sinai Health System
3.4","New York, NY","New York, NY",10000+ employees,2013,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,-1,40.6943,-73.9249,NY
Data Analyst,$43K-$76K (Glassdoor est.),43000,76000,59500,-1,Monkey Algorithms LLC,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,40.6943,-73.9249,NY
Data Analyst/Rochade,$43K-$76K (Glassdoor est.),43000,76000,59500,3.3,"Halcyon Solutions, Inc.
3.3","New York, NY","Dublin, OH",51 to 200 employees,1992,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,40.6943,-73.9249,NY
"Data Analyst, Revenue Analytics",$43K-$76K (Glassdoor est.),43000,76000,59500,3.2,"Roman
3.2","New York, NY","Bloomingdale, IL",201 to 500 employees,-1,Company - Private,-1,-1,$25 to $50 million (USD),-1,-1,40.6943,-73.9249,NY
Data Analyst,$43K-$76K (Glassdoor est.),43000,76000,59500,3.8,"COUNCIL ON ACCREDITATION
3.8","New York, NY","New York, NY",51 to 200 employees,1977,Nonprofit Organization,Social Assistance,Non-Profit,$10 to $25 million (USD),-1,-1,40.6943,-73.9249,NY
Data Analyst,$43K-$76K (Glassdoor est.),43000,76000,59500,-1,APR Staffing,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,40.6943,-73.9249,NY
"Data Analyst II, Division of Gastroenterology (Research)",$43K-$76K (Glassdoor est.),43000,76000,59500,3.4,"Mount Sinai Health System
3.4","New York, NY","New York, NY",10000+ employees,2013,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,-1,40.6943,-73.9249,NY
"Data Analyst, Student Success Program",$43K-$76K (Glassdoor est.),43000,76000,59500,3.2,"Child Mind Institute
3.2","New York, NY","New York, NY",201 to 500 employees,2009,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),-1,-1,40.6943,-73.9249,NY
Big Data QA Analyst with Jupyter notebook,$43K-$76K (Glassdoor est.),43000,76000,59500,3.2,"COOLSOFT
3.2","Newark, NJ","Louisville, KY",51 to 200 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$10 to $25 million (USD),-1,-1,40.7245,-74.1725,NJ
"Analyst, Data Centers Industry",$43K-$76K (Glassdoor est.),43000,76000,59500,3.3,"451 Research
3.3","New York, NY","New York, NY",201 to 500 employees,2000,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,"Gartner, Forrester, IDC",-1,40.6943,-73.9249,NY
Data Analyst,$43K-$76K (Glassdoor est.),43000,76000,59500,-1,Stark HR Consulting LLC,"New York, NY",-1,-1,-1,-1,-1,-1,-1,-1,-1,40.6943,-73.9249,NY
Financial - Data Analyst,$43K-$76K (Glassdoor est.),43000,76000,59500,3.8,"Amenity Analytics
3.8","New York, NY","New York, NY",51 to 200 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,40.6943,-73.9249,NY
Data Analyst with Data Scanning and Profiling,$43K-$76K (Glassdoor est.),43000,76000,59500,3.3,"Halcyon Solutions, Inc.
3.3","New York, NY","Dublin, OH",51 to 200 employees,1992,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,40.6943,-73.9249,NY
Business Analyst - Data Governance,$43K-$76K (Glassdoor est.),43000,76000,59500,4.1,"Rockstar Games
4.1","New York, NY","New York, NY",1001 to 5000 employees,1998,Subsidiary or Business Segment,Video Games,Media,$10 to $25 million (USD),-1,-1,40.6943,-73.9249,NY
Senior Data Analyst - Health Economist,$43K-$76K (Glassdoor est.),43000,76000,59500,2.9,"Vericred
2.9","New York, NY","New York, NY",1 to 50 employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,40.6943,-73.9249,NY
Lead Data Insights Analyst,$43K-$76K (Glassdoor est.),43000,76000,59500,-1,TapRm,"Brooklyn, NY","New York, NY",Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1,-1,40.6501,-73.9496,NY
Research Analyst (Data Science),$43K-$76K (Glassdoor est.),43000,76000,59500,3.4,"APCO Worldwide
3.4","New York, NY","Washington, DC",501 to 1000 employees,1984,Company - Private,Consulting,Business Services,$100 to $500 million (USD),"Edelman, Burson-Marsteller, FleishmanHillard",-1,40.6943,-73.9249,NY
Data Management Analyst,$43K-$76K (Glassdoor est.),43000,76000,59500,2.5,"Brooklyn Community Services
2.5","Brooklyn, NY","Brooklyn, NY",201 to 500 employees,1886,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),-1,-1,40.6501,-73.9496,NY
Business Analyst / Data Analyst,$43K-$76K (Glassdoor est.),43000,76000,59500,4.4,"Softcom Systems
4.4","Weehawken, NJ","Princeton, NJ",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,-1,40.2236,-74.7641,NJ
Healthcare Data/Reporting Analyst,$43K-$76K (Glassdoor est.),43000,76000,59500,3.9,"Diverse Lynx
3.9","New York, NY","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,40.6943,-73.9249,NY
Clinical Data Analyst,$43K-$76K (Glassdoor est.),43000,76000,59500,2.3,"Fair Health
2.3","New York, NY","New York, NY",1 to 50 employees,-1,Nonprofit Organization,-1,-1,$10 to $25 million (USD),-1,-1,40.6943,-73.9249,NY
Sr. Data Profiling Analyst,$43K-$76K (Glassdoor est.),43000,76000,59500,3.6,"UBS
3.6","New York, NY","Zurich, Switzerland",10000+ employees,1862,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"Deutsche Bank, Credit Suisse, Morgan Stanley",-1,40.6943,-73.9249,NY
